id,adapter_id,arrival,first_token,finish,n_input_tokens,n_output_tokens,cache_hit,acquire_ms
req_00002,reasoning,3.569682,5.617994,9.414130,44,19,0,77.962760
req_00003,reasoning,3.905478,5.617994,12.447222,48,24,0,77.962760
req_00004,reasoning,4.701510,10.769962,17.183179,48,24,1,0.000000
req_00005,reasoning,4.740453,13.348877,20.216646,49,24,1,0.000000
req_00001,hebrew,1.479919,21.941933,26.587466,43,24,0,83.873542
req_00007,hebrew,4.819692,21.941933,26.587466,44,24,0,83.873542
req_00000,summary,1.366023,2.273667,28.733168,48,24,0,71.692864
req_00009,summary,8.235484,27.540748,39.004207,46,24,1,0.000000
req_00010,summary,9.446263,30.090377,41.091399,49,24,1,0.000000
req_00006,reasoning,4.801185,18.548566,45.881479,48,24,1,0.000000
req_00008,hebrew,7.753140,47.761349,60.596827,44,24,1,0.000000
req_00013,hebrew,12.063461,47.761349,60.596827,78,24,1,0.000000
req_00012,reasoning,11.470383,42.082072,62.149037,44,24,1,0.000000
req_00011,summary,10.517547,39.895966,72.470363,42,24,1,0.000000
req_00014,reasoning,13.282043,61.549038,84.480253,41,24,1,0.000000
req_00016,summary,13.995907,63.559573,86.640787,48,24,1,0.000000
req_00017,reasoning,14.220785,73.865950,89.786636,41,24,1,0.000000
req_00019,reasoning,14.767301,88.102358,94.473443,46,24,1,0.000000
req_00015,hebrew,13.850854,96.119276,100.697411,42,24,1,0.000000
req_00021,hebrew,16.078093,96.119276,100.697411,44,24,1,0.000000
req_00020,reasoning,15.580883,90.685247,104.921686,46,24,1,0.000000
req_00018,summary,14.236011,85.467054,115.293924,44,24,1,0.000000
req_00022,reasoning,17.918070,102.949583,119.377744,48,24,1,0.000000
req_00023,reasoning,19.421444,102.949583,119.377744,42,24,1,0.000000
req_00024,summary,19.853743,106.386661,124.148467,49,24,1,0.000000
req_00025,hebrew,19.983964,125.969991,130.585486,78,24,1,0.000000
req_00026,hebrew,21.286267,125.969991,130.585486,44,24,1,0.000000
req_00027,summary,21.474434,120.801353,137.140189,43,24,1,0.000000
req_00028,summary,22.003121,132.342667,138.542303,49,24,1,0.000000
req_00029,summary,23.630988,132.342667,138.542303,46,24,1,0.000000
req_00030,reasoning,23.871672,140.224907,144.796534,48,24,1,0.000000
req_00031,reasoning,23.910410,140.224907,144.796534,48,24,1,0.000000
req_00032,hebrew,24.090156,146.440107,151.048378,44,24,1,0.000000
req_00033,hebrew,24.156017,146.440107,151.048378,44,24,1,0.000000
req_00035,reasoning,25.996401,153.589663,168.796388,43,24,1,0.000000
req_00036,reasoning,27.571691,153.589663,168.796388,48,24,1,0.000000
req_00037,reasoning,29.005242,153.589663,168.796388,48,24,1,0.000000
req_00038,reasoning,29.297379,170.359130,174.974331,41,24,1,0.000000
req_00039,reasoning,29.788248,170.359130,174.974331,41,24,1,0.000000
req_00034,summary,24.822238,175.862948,178.072647,43,24,1,0.000000
req_00040,hebrew,29.958369,178.929110,181.134425,41,24,1,0.000000
