t_sec,mem_available_mb
0,512.0
1,536.0
2,559.8
3,583.1
4,605.5
5,627.0
6,647.2
7,665.9
8,682.9
9,698.1
10,711.2
11,722.1
12,730.7
13,737.0
14,740.7
15,742.0
16,740.7
17,737.0
18,730.7
19,722.1
20,711.2
21,758.1
22,742.9
23,725.9
24,707.2
25,687.0
26,665.5
27,643.1
28,619.8
29,596.0
30,572.0
31,548.0
32,524.2
33,500.9
34,478.5
35,397.0
36,376.8
37,358.1
38,341.1
39,325.9
40,312.8
41,301.9
42,293.3
43,288.0
44,288.0
45,288.0
46,288.0
47,288.0
48,293.3
49,301.9
50,312.8
51,325.9
52,341.1
53,358.1
54,376.8
55,397.0
56,418.5
57,440.9
58,464.2
59,488.0
60,512.0
